workerid,proliferate.condition,item,item_type,maximality,response,slide_number,state,stim,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.item_comments,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
157,experiment_1,soda,baseline,partial,TRUE,9,5,Andy drank the soda,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,tea,control,maximal,FALSE,10,0,Andy drank the tea,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,apple,baseline,partial,TRUE,11,5,Andy ate the apple,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,banana,filler,maximal,FALSE,12,2,Andy ate the banana,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,banana,control,maximal,FALSE,13,0,Andy ate the banana,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,cookie,critical,maximal,FALSE,14,2,Andy ate the cookie,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,tea,filler,maximal,TRUE,15,3,Andy drank the tea,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,wing,control,partial,FALSE,16,0,Andy ate the wing,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,coffee,critical,maximal,TRUE,17,3,Andy drank the coffee,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
157,experiment_1,cookie,baseline,maximal,TRUE,18,5,Andy ate the cookie,[],,Yes,,-1,-1,,Female,,,,Chrome,Windows,864,1536,1.6469833333333332,
140,experiment_1,whiskey,filler,partial,TRUE,3,3,Andy drank the whiskey,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,wing,control,partial,FALSE,4,0,Andy ate the wing,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,cookie,filler,maximal,TRUE,5,1,Andy ate the cookie,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,apple,critical,partial,TRUE,6,3,Andy ate the apple,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,tea,critical,maximal,TRUE,7,1,Andy drank the tea,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,wing,filler,partial,TRUE,8,2,Andy ate the wing,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,banana,critical,maximal,TRUE,9,2,Andy ate the banana,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,whiskey,control,partial,FALSE,10,0,Andy drank the whiskey,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,tea,baseline,maximal,TRUE,11,5,Andy drank the tea,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,banana,baseline,maximal,TRUE,12,5,Andy ate the banana,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,cookie,control,maximal,FALSE,13,0,Andy ate the cookie,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,coffee,control,maximal,FALSE,14,0,Andy drank the coffee,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,coffee,filler,maximal,TRUE,15,4,Andy drank the coffee,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,apple,baseline,partial,TRUE,16,5,Andy ate the apple,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,soda,critical,partial,TRUE,17,4,Andy drank the soda,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
140,experiment_1,soda,baseline,partial,TRUE,18,5,Andy drank the soda,[],39,No,,4,2,"
$6, 000,000,000",Male,,english,,Chrome,Windows,1080,1920,1.53615,
52,experiment_1,apple,filler,partial,TRUE,3,4,Andy ate the apple,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,tea,filler,maximal,TRUE,4,3,Andy drank the tea,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,coffee,critical,maximal,TRUE,5,3,Andy drank the coffee,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,cookie,control,maximal,FALSE,6,0,Andy ate the cookie,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,whiskey,baseline,partial,FALSE,7,5,Andy drank the whiskey,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,banana,baseline,maximal,TRUE,8,5,Andy ate the banana,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,wing,baseline,partial,TRUE,9,5,Andy ate the wing,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,wing,critical,partial,TRUE,10,2,Andy ate the wing,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,whiskey,critical,partial,TRUE,11,1,Andy drank the whiskey,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,tea,control,maximal,FALSE,12,0,Andy drank the tea,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,banana,critical,maximal,TRUE,13,4,Andy ate the banana,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,cookie,filler,maximal,TRUE,14,1,Andy ate the cookie,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,coffee,baseline,maximal,TRUE,15,5,Andy drank the coffee,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,soda,filler,partial,TRUE,16,2,Andy drank the soda,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,soda,control,partial,FALSE,17,0,Andy drank the soda,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
52,experiment_1,apple,control,partial,FALSE,18,0,Andy ate the apple,[],19,Yes,Thank you. ,2,2,$0.75,Male,Not at this time. ,English,No. ,Safari,iPhone/iPod,812,375,1.9008,
134,experiment_1,soda,critical,partial,TRUE,3,2,Andy drank the soda,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,whiskey,control,partial,FALSE,4,0,Andy drank the whiskey,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,apple,filler,partial,TRUE,5,2,Andy ate the apple,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,wing,baseline,partial,TRUE,6,5,Andy ate the wing,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,cookie,baseline,maximal,TRUE,7,5,Andy ate the cookie,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,whiskey,filler,partial,TRUE,8,3,Andy drank the whiskey,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,soda,baseline,partial,TRUE,9,5,Andy drank the soda,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,banana,control,maximal,FALSE,10,0,Andy ate the banana,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,coffee,baseline,maximal,TRUE,11,5,Andy drank the coffee,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,cookie,critical,maximal,TRUE,12,4,Andy ate the cookie,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,tea,control,maximal,FALSE,13,0,Andy drank the tea,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,banana,filler,maximal,TRUE,14,4,Andy ate the banana,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,wing,critical,partial,FALSE,15,1,Andy ate the wing,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,apple,control,partial,FALSE,16,0,Andy ate the apple,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,coffee,critical,maximal,TRUE,17,3,Andy drank the coffee,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
134,experiment_1,tea,filler,maximal,TRUE,18,1,Andy drank the tea,[],24,Yes,,3,1,.75 usd,Male,,English ,No ,Safari,iPhone/iPod,812,375,2.4407833333333335,
79,experiment_1,wing,critical,partial,TRUE,3,3,Andy ate the wing,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,cookie,baseline,maximal,TRUE,4,5,Andy ate the cookie,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,apple,filler,partial,TRUE,5,1,Andy ate the apple,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,banana,filler,maximal,TRUE,6,3,Andy ate the banana,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,coffee,baseline,maximal,TRUE,7,5,Andy drank the coffee,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,tea,filler,maximal,TRUE,8,4,Andy drank the tea,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,cookie,critical,maximal,TRUE,9,2,Andy ate the cookie,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,tea,control,maximal,FALSE,10,0,Andy drank the tea,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,wing,baseline,partial,TRUE,11,5,Andy ate the wing,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,whiskey,filler,partial,TRUE,12,2,Andy drank the whiskey,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,apple,control,partial,FALSE,13,0,Andy ate the apple,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,coffee,critical,maximal,FALSE,14,1,Andy drank the coffee,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,whiskey,control,partial,FALSE,15,0,Andy drank the whiskey,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,soda,critical,partial,TRUE,16,4,Andy drank the soda,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,banana,control,maximal,FALSE,17,0,Andy ate the banana,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
79,experiment_1,soda,baseline,partial,TRUE,18,5,Andy drank the soda,[],26,Yes,none,3,1,$.50,Female,none,English,No,Chrome,Windows,768,1366,1.3311833333333334,
141,experiment_1,tea,control,maximal,FALSE,3,0,Andy drank the tea,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,cookie,critical,maximal,TRUE,4,3,Andy ate the cookie,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,coffee,baseline,maximal,TRUE,5,5,Andy drank the coffee,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,apple,control,partial,FALSE,6,0,Andy ate the apple,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,soda,control,partial,FALSE,7,0,Andy drank the soda,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,soda,filler,partial,TRUE,8,3,Andy drank the soda,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,apple,filler,partial,TRUE,9,2,Andy ate the apple,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,coffee,critical,maximal,TRUE,10,2,Andy drank the coffee,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,wing,critical,partial,TRUE,11,1,Andy ate the wing,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,cookie,baseline,maximal,TRUE,12,5,Andy ate the cookie,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,wing,baseline,partial,TRUE,13,5,Andy ate the wing,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,banana,filler,maximal,TRUE,14,1,Andy ate the banana,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,whiskey,baseline,partial,TRUE,15,5,Andy drank the whiskey,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,banana,control,maximal,FALSE,16,0,Andy ate the banana,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,tea,filler,maximal,TRUE,17,4,Andy drank the tea,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
141,experiment_1,whiskey,critical,partial,TRUE,18,4,Andy drank the whiskey,[],25,Yes,,4,2,.50,Male,,English,No,Safari,iPhone/iPod,667,375,1.682483333333333,
77,experiment_1,wing,baseline,partial,TRUE,3,5,Andy ate the wing,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,soda,filler,partial,TRUE,4,3,Andy drank the soda,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,coffee,critical,maximal,TRUE,5,2,Andy drank the coffee,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,wing,critical,partial,FALSE,6,1,Andy ate the wing,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,apple,filler,partial,FALSE,7,2,Andy ate the apple,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,cookie,control,maximal,FALSE,8,0,Andy ate the cookie,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,banana,critical,maximal,TRUE,9,3,Andy ate the banana,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,banana,baseline,maximal,TRUE,10,5,Andy ate the banana,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,coffee,baseline,maximal,TRUE,11,5,Andy drank the coffee,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,tea,control,maximal,FALSE,12,0,Andy drank the tea,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,cookie,filler,maximal,TRUE,13,4,Andy ate the cookie,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,apple,control,partial,TRUE,14,0,Andy ate the apple,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,tea,filler,maximal,FALSE,15,1,Andy drank the tea,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,whiskey,baseline,partial,TRUE,16,5,Andy drank the whiskey,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,soda,control,partial,FALSE,17,0,Andy drank the soda,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
77,experiment_1,whiskey,critical,partial,TRUE,18,4,Andy drank the whiskey,[],38,Yes,Good luck!,4,2,£.50,Male,,English ,None. ,Safari,iPhone/iPod,667,375,5.661016666666667,
150,experiment_1,soda,critical,partial,TRUE,3,1,Andy drank the soda,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,banana,control,maximal,FALSE,4,0,Andy ate the banana,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,soda,baseline,partial,TRUE,5,5,Andy drank the soda,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,wing,baseline,partial,TRUE,6,5,Andy ate the wing,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,banana,filler,maximal,TRUE,7,4,Andy ate the banana,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,cookie,baseline,maximal,TRUE,8,5,Andy ate the cookie,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,apple,control,partial,FALSE,9,0,Andy ate the apple,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,coffee,baseline,maximal,TRUE,10,5,Andy drank the coffee,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,wing,critical,partial,FALSE,11,2,Andy ate the wing,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,whiskey,filler,partial,TRUE,12,3,Andy drank the whiskey,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,tea,filler,maximal,FALSE,13,1,Andy drank the tea,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,cookie,critical,maximal,TRUE,14,4,Andy ate the cookie,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,whiskey,control,partial,FALSE,15,0,Andy drank the whiskey,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,coffee,critical,maximal,TRUE,16,3,Andy drank the coffee,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,tea,control,maximal,FALSE,17,0,Andy drank the tea,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
150,experiment_1,apple,filler,partial,FALSE,18,2,Andy ate the apple,[],29,Yes,"You should mix up the wording. Certain instances, it was difficult to answer. This pertains mostly to the partially consumed items. For example, ""Andy sipped the whiskey"", ""Andy bit the apple"".",3,2,.50,Male,,English ,No,Chrome,Linux,854,384,3.654933333333333,
170,experiment_1,tea,filler,maximal,TRUE,3,3,Andy drank the tea,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,wing,baseline,partial,TRUE,4,5,Andy ate the wing,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,coffee,baseline,maximal,TRUE,5,5,Andy drank the coffee,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,apple,control,partial,FALSE,6,0,Andy ate the apple,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,banana,filler,maximal,TRUE,7,4,Andy ate the banana,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,soda,filler,partial,TRUE,8,1,Andy drank the soda,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,wing,critical,partial,TRUE,9,4,Andy ate the wing,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,whiskey,baseline,partial,TRUE,10,5,Andy drank the whiskey,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,tea,control,maximal,FALSE,11,0,Andy drank the tea,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,soda,control,partial,FALSE,12,0,Andy drank the soda,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,cookie,baseline,maximal,TRUE,13,5,Andy ate the cookie,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,cookie,critical,maximal,TRUE,14,1,Andy ate the cookie,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,apple,filler,partial,TRUE,15,2,Andy ate the apple,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,coffee,critical,maximal,TRUE,16,2,Andy drank the coffee,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,banana,control,maximal,FALSE,17,0,Andy ate the banana,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
170,experiment_1,whiskey,critical,partial,TRUE,18,3,Andy drank the whiskey,[],27,Yes,,4,0,,Male,,english,,Chrome,Mac,1280,2048,1.880866666666667,
183,experiment_1,coffee,baseline,maximal,TRUE,3,5,Andy drank the coffee,[],36,Yes,,3,2,0.50 cents,Female,,English,,Safari,Mac,800,1280,1.645,
183,experiment_1,whiskey,control,partial,FALSE,4,0,Andy drank the whiskey,[],36,Yes,,3,2,0.50 cents,Female,,English,,Safari,Mac,800,1280,1.645,
183,experiment_1,whiskey,filler,partial,TRUE,5,1,Andy drank the whiskey,[],36,Yes,,3,2,0.50 cents,Female,,English,,Safari,Mac,800,1280,1.645,
183,experiment_1,tea,filler,maximal,TRUE,6,2,Andy drank the tea,[],36,Yes,,3,2,0.50 cents,Female,,English,,Safari,Mac,800,1280,1.645,
183,experiment_1,cookie,control,maximal,FALSE,7,0,Andy ate the cookie,[],36,Yes,,3,2,0.50 cents,Female,,English,,Safari,Mac,800,1280,1.645,
